# hostname;interval;timestamp;kbswpfree;kbswpused;%swpused;kbswpcad;%swpcad
NOEYYRYH;60;2017-08-08 03:15:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:16:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:17:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:18:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:19:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:20:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:21:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:22:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:23:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:24:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:25:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:26:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:27:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:28:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:29:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:30:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:31:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:32:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:33:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:34:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:35:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:36:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:37:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:38:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:39:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:40:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:41:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:42:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:43:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:44:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:45:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:46:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:47:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:48:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:49:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:50:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:51:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:52:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:53:02 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;59;2017-08-08 03:54:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:55:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:56:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:57:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:58:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 03:59:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:00:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:01:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:02:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:03:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:04:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:05:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:06:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:07:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:08:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:09:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:10:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:11:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:12:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:13:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:14:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:15:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:16:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:17:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:18:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:19:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:20:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:21:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:22:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:23:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:24:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:25:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:26:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:27:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:28:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:29:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:30:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:31:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:32:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:33:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:34:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:35:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:36:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:37:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:38:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:39:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:40:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:41:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:42:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:43:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:44:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:45:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:46:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:47:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:48:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:49:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:50:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:51:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:52:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:53:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:54:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:55:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:56:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:57:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 04:58:02 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;59;2017-08-08 04:59:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:00:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:01:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:02:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:03:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:04:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:05:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:06:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:07:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:08:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:09:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:10:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:11:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:12:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:13:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:14:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:15:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:16:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:17:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:18:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:19:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:20:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:21:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:22:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:23:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:24:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:25:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:26:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:27:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:28:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:29:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:30:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:31:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:32:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:33:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:34:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:35:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:36:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:37:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:38:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:39:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:40:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:41:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:42:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:43:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:44:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:45:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:46:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:47:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:48:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:49:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:50:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:51:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:52:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:53:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:54:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:55:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:56:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:57:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:58:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 05:59:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:00:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:01:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:02:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:03:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:04:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:05:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:06:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:07:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:08:02 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;59;2017-08-08 06:09:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:10:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:11:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:12:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:13:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:14:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:15:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:16:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:17:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:18:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:19:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:20:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:21:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:22:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:23:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:24:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:25:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:26:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:27:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:28:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:29:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:30:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:31:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:32:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:33:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:34:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:35:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:36:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:37:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:38:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:39:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:40:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:41:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:42:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:43:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:44:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:45:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:46:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:47:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:48:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:49:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:50:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:51:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:52:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:53:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:54:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:55:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:56:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:57:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:58:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 06:59:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:00:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:01:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:02:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:03:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:04:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:05:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:06:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:07:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:08:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:09:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:10:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:11:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:12:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:13:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:14:02 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;59;2017-08-08 07:15:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:16:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:17:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:18:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:19:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:20:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:21:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:22:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:23:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:24:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:25:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:26:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:27:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:28:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:29:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:30:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:31:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:32:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:33:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:34:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:35:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:36:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:37:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:38:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:39:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:40:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:41:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:42:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:43:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:44:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:45:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:46:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:47:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:48:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:49:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:50:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:51:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:52:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:53:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:54:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:55:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:56:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:57:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:58:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 07:59:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:00:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:01:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:02:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:03:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:04:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:05:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:06:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:07:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:08:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:09:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:10:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:11:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:12:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:13:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:14:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:15:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:16:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:17:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:18:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:19:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:20:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:21:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:22:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:23:02 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;59;2017-08-08 08:24:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:25:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:26:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:27:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:28:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:29:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:30:01 UTC;2097008;140;0.01;0;0.00
NOEYYRYH;60;2017-08-08 08:31:01 UTC;2097008;140;0.01;0;0.00
