# hostname;interval;timestamp;tps;rtps;wtps;bread/s;bwrtn/s
NOEYYRYH;60;2017-08-09 02:43:01 UTC;291.28;0.00;291.28;0.00;4541.52
NOEYYRYH;60;2017-08-09 02:44:01 UTC;12.89;0.00;12.89;0.00;142.20
NOEYYRYH;60;2017-08-09 02:45:01 UTC;290.18;0.00;290.18;0.00;4526.22
NOEYYRYH;60;2017-08-09 02:46:01 UTC;10.84;0.00;10.84;0.00;117.39
NOEYYRYH;60;2017-08-09 02:47:01 UTC;289.61;0.00;289.61;0.00;4518.84
NOEYYRYH;60;2017-08-09 02:48:01 UTC;12.44;0.00;12.44;0.00;137.65
NOEYYRYH;60;2017-08-09 02:49:01 UTC;292.33;0.00;292.33;0.00;4550.01
NOEYYRYH;60;2017-08-09 02:50:01 UTC;10.71;0.00;10.71;0.00;116.06
NOEYYRYH;60;2017-08-09 02:51:01 UTC;290.20;0.00;290.20;0.00;4526.58
NOEYYRYH;60;2017-08-09 02:52:01 UTC;10.69;0.00;10.69;0.00;114.59
NOEYYRYH;60;2017-08-09 02:53:01 UTC;291.66;0.00;291.66;0.00;4545.03
NOEYYRYH;60;2017-08-09 02:54:01 UTC;13.44;0.00;13.44;0.00;148.39
NOEYYRYH;60;2017-08-09 02:55:01 UTC;290.08;0.00;290.08;0.00;4522.57
NOEYYRYH;60;2017-08-09 02:56:01 UTC;10.64;0.00;10.64;0.00;115.24
NOEYYRYH;60;2017-08-09 02:57:01 UTC;290.16;0.00;290.16;0.00;4525.95
NOEYYRYH;60;2017-08-09 02:58:01 UTC;12.02;0.00;12.02;0.00;132.60
NOEYYRYH;60;2017-08-09 02:59:01 UTC;292.23;0.00;292.23;0.00;4550.50
NOEYYRYH;60;2017-08-09 03:00:01 UTC;11.30;0.00;11.30;0.00;122.97
NOEYYRYH;60;2017-08-09 03:01:01 UTC;290.53;0.00;290.53;0.00;4528.89
NOEYYRYH;60;2017-08-09 03:02:01 UTC;12.04;0.00;12.04;0.00;130.73
NOEYYRYH;60;2017-08-09 03:03:01 UTC;292.06;0.00;292.06;0.00;4548.10
NOEYYRYH;60;2017-08-09 03:04:01 UTC;13.20;0.00;13.20;0.00;145.25
NOEYYRYH;60;2017-08-09 03:05:01 UTC;290.16;0.00;290.16;0.00;4526.93
NOEYYRYH;60;2017-08-09 03:06:01 UTC;10.79;0.00;10.79;0.00;116.19
NOEYYRYH;60;2017-08-09 03:07:01 UTC;290.40;0.00;290.40;0.00;4526.26
NOEYYRYH;60;2017-08-09 03:08:01 UTC;12.21;0.00;12.21;0.00;135.00
NOEYYRYH;60;2017-08-09 03:09:01 UTC;292.69;0.00;292.69;0.00;4555.36
NOEYYRYH;60;2017-08-09 03:10:01 UTC;11.01;0.00;11.01;0.00;118.99
NOEYYRYH;60;2017-08-09 03:11:01 UTC;290.61;0.00;290.61;0.00;4529.15
NOEYYRYH;60;2017-08-09 03:12:01 UTC;10.45;0.00;10.45;0.00;114.55
NOEYYRYH;60;2017-08-09 03:13:01 UTC;291.83;0.00;291.83;0.00;4543.52
NOEYYRYH;60;2017-08-09 03:14:01 UTC;13.26;0.00;13.26;0.00;146.79
NOEYYRYH;60;2017-08-09 03:15:01 UTC;289.90;0.00;289.90;0.00;4522.09
NOEYYRYH;60;2017-08-09 03:16:01 UTC;10.54;0.00;10.54;0.00;114.59
NOEYYRYH;60;2017-08-09 03:17:01 UTC;290.35;0.00;290.35;0.00;4525.86
NOEYYRYH;60;2017-08-09 03:18:01 UTC;12.78;0.00;12.78;0.00;139.83
NOEYYRYH;60;2017-08-09 03:19:01 UTC;292.23;0.00;292.23;0.00;4549.47
NOEYYRYH;60;2017-08-09 03:20:01 UTC;10.64;0.00;10.64;0.00;115.30
NOEYYRYH;60;2017-08-09 03:21:01 UTC;290.28;0.00;290.28;0.00;4525.73
NOEYYRYH;60;2017-08-09 03:22:02 UTC;10.50;0.00;10.50;0.00;114.57
NOEYYRYH;59;2017-08-09 03:23:01 UTC;296.46;0.00;296.46;0.00;4618.08
NOEYYRYH;60;2017-08-09 03:24:01 UTC;13.24;0.00;13.24;0.00;146.23
NOEYYRYH;60;2017-08-09 03:25:01 UTC;290.38;0.00;290.38;0.00;4527.02
NOEYYRYH;60;2017-08-09 03:26:01 UTC;10.62;0.00;10.62;0.00;114.70
NOEYYRYH;60;2017-08-09 03:27:01 UTC;290.54;0.00;290.54;0.00;4530.71
NOEYYRYH;60;2017-08-09 03:28:01 UTC;12.07;0.00;12.07;0.00;132.42
NOEYYRYH;60;2017-08-09 03:29:01 UTC;292.66;0.00;292.66;0.00;4553.88
NOEYYRYH;60;2017-08-09 03:30:01 UTC;11.07;0.00;11.07;0.00;120.06
NOEYYRYH;60;2017-08-09 03:31:01 UTC;290.16;0.00;290.16;0.00;4525.60
NOEYYRYH;60;2017-08-09 03:32:01 UTC;10.54;0.00;10.54;0.00;114.84
NOEYYRYH;60;2017-08-09 03:33:01 UTC;291.76;0.00;291.76;0.00;4544.67
NOEYYRYH;60;2017-08-09 03:34:01 UTC;13.31;0.00;13.31;0.00;146.52
NOEYYRYH;60;2017-08-09 03:35:01 UTC;290.24;0.00;290.24;0.00;4526.22
NOEYYRYH;60;2017-08-09 03:36:01 UTC;10.80;0.00;10.80;0.00;117.60
NOEYYRYH;60;2017-08-09 03:37:01 UTC;290.69;0.00;290.69;0.00;4530.49
NOEYYRYH;60;2017-08-09 03:38:01 UTC;12.71;0.00;12.71;0.00;140.34
NOEYYRYH;60;2017-08-09 03:39:01 UTC;291.91;0.00;291.91;0.00;4544.71
NOEYYRYH;60;2017-08-09 03:40:01 UTC;11.02;0.00;11.02;0.00;120.06
NOEYYRYH;60;2017-08-09 03:41:01 UTC;290.20;0.00;290.20;0.00;4526.80
NOEYYRYH;60;2017-08-09 03:42:01 UTC;10.56;0.00;10.56;0.00;115.26
NOEYYRYH;60;2017-08-09 03:43:01 UTC;292.00;0.00;292.00;0.00;4545.74
NOEYYRYH;60;2017-08-09 03:44:01 UTC;13.23;0.00;13.23;0.00;146.26
NOEYYRYH;60;2017-08-09 03:45:01 UTC;290.18;0.00;290.18;0.00;4527.51
NOEYYRYH;60;2017-08-09 03:46:01 UTC;10.61;0.00;10.61;0.00;114.46
NOEYYRYH;60;2017-08-09 03:47:01 UTC;290.18;0.00;290.18;0.00;4525.24
NOEYYRYH;60;2017-08-09 03:48:01 UTC;12.67;0.00;12.67;0.00;140.07
NOEYYRYH;60;2017-08-09 03:49:01 UTC;292.35;0.00;292.35;0.00;4551.61
NOEYYRYH;60;2017-08-09 03:50:01 UTC;10.34;0.00;10.34;0.00;112.47
NOEYYRYH;60;2017-08-09 03:51:01 UTC;290.16;0.00;290.16;0.00;4527.86
NOEYYRYH;60;2017-08-09 03:52:01 UTC;10.62;0.00;10.62;0.00;116.19
NOEYYRYH;60;2017-08-09 03:53:01 UTC;291.48;0.00;291.48;0.00;4541.20
NOEYYRYH;60;2017-08-09 03:54:01 UTC;13.09;0.00;13.09;0.00;145.43
NOEYYRYH;60;2017-08-09 03:55:01 UTC;290.40;0.00;290.40;0.00;4526.84
NOEYYRYH;60;2017-08-09 03:56:01 UTC;10.77;0.00;10.77;0.00;118.21
NOEYYRYH;60;2017-08-09 03:57:01 UTC;289.85;0.00;289.85;0.00;4522.04
NOEYYRYH;60;2017-08-09 03:58:01 UTC;12.96;0.00;12.96;0.00;141.43
NOEYYRYH;60;2017-08-09 03:59:01 UTC;292.29;0.00;292.29;0.00;4552.59
NOEYYRYH;60;2017-08-09 04:00:01 UTC;10.59;0.00;10.59;0.00;116.57
NOEYYRYH;60;2017-08-09 04:01:01 UTC;290.49;0.00;290.49;0.00;4528.31
NOEYYRYH;60;2017-08-09 04:02:01 UTC;11.30;0.00;11.30;0.00;123.77
NOEYYRYH;60;2017-08-09 04:03:01 UTC;291.34;0.00;291.34;0.00;4540.58
NOEYYRYH;60;2017-08-09 04:04:01 UTC;13.26;0.00;13.26;0.00;145.41
NOEYYRYH;60;2017-08-09 04:05:01 UTC;290.31;0.00;290.31;0.00;4525.60
NOEYYRYH;60;2017-08-09 04:06:01 UTC;11.07;0.00;11.07;0.00;122.06
NOEYYRYH;60;2017-08-09 04:07:01 UTC;289.98;0.00;289.98;0.00;4521.99
NOEYYRYH;60;2017-08-09 04:08:01 UTC;12.57;0.00;12.57;0.00;138.20
NOEYYRYH;60;2017-08-09 04:09:01 UTC;293.03;0.37;292.66;15.75;4555.53
NOEYYRYH;60;2017-08-09 04:10:01 UTC;10.70;0.00;10.70;0.00;117.91
NOEYYRYH;60;2017-08-09 04:11:01 UTC;290.25;0.00;290.25;0.00;4523.64
NOEYYRYH;60;2017-08-09 04:12:01 UTC;10.44;0.00;10.44;0.00;113.37
NOEYYRYH;60;2017-08-09 04:13:01 UTC;291.14;0.00;291.14;0.00;4538.72
NOEYYRYH;60;2017-08-09 04:14:01 UTC;13.54;0.00;13.54;0.00;149.14
NOEYYRYH;60;2017-08-09 04:15:01 UTC;290.59;0.00;290.59;0.00;4529.02
NOEYYRYH;60;2017-08-09 04:16:01 UTC;10.59;0.00;10.59;0.00;115.51
NOEYYRYH;60;2017-08-09 04:17:01 UTC;290.24;0.00;290.24;0.00;4526.79
NOEYYRYH;60;2017-08-09 04:18:01 UTC;12.87;0.00;12.87;0.00;141.25
NOEYYRYH;60;2017-08-09 04:19:01 UTC;291.51;0.00;291.51;0.00;4544.99
NOEYYRYH;60;2017-08-09 04:20:01 UTC;11.02;0.00;11.02;0.00;120.31
NOEYYRYH;60;2017-08-09 04:21:01 UTC;290.06;0.00;290.06;0.00;4525.95
NOEYYRYH;60;2017-08-09 04:22:01 UTC;10.44;0.00;10.44;0.00;115.01
NOEYYRYH;60;2017-08-09 04:23:01 UTC;291.16;0.00;291.16;0.00;4538.05
NOEYYRYH;60;2017-08-09 04:24:01 UTC;13.56;0.00;13.56;0.00;148.63
NOEYYRYH;60;2017-08-09 04:25:01 UTC;290.73;0.00;290.73;0.00;4532.18
NOEYYRYH;60;2017-08-09 04:26:01 UTC;10.57;0.00;10.57;0.00;115.24
NOEYYRYH;60;2017-08-09 04:27:01 UTC;289.66;0.00;289.66;0.00;4525.06
NOEYYRYH;60;2017-08-09 04:28:01 UTC;12.75;0.00;12.75;0.00;139.22
NOEYYRYH;60;2017-08-09 04:29:01 UTC;291.71;0.00;291.71;0.00;4546.99
NOEYYRYH;60;2017-08-09 04:30:01 UTC;10.84;0.00;10.84;0.00;117.39
NOEYYRYH;60;2017-08-09 04:31:01 UTC;289.94;0.00;289.94;0.00;4525.42
NOEYYRYH;59;2017-08-09 04:32:01 UTC;10.93;0.00;10.93;0.00;120.70
NOEYYRYH;60;2017-08-09 04:33:01 UTC;291.54;0.00;291.54;0.00;4543.25
NOEYYRYH;60;2017-08-09 04:34:01 UTC;13.55;0.00;13.55;0.00;150.45
NOEYYRYH;60;2017-08-09 04:35:01 UTC;290.83;0.00;290.83;0.00;4533.47
NOEYYRYH;60;2017-08-09 04:36:01 UTC;11.27;0.00;11.27;0.00;124.57
NOEYYRYH;60;2017-08-09 04:37:01 UTC;290.36;0.00;290.36;0.00;4528.40
NOEYYRYH;60;2017-08-09 04:38:01 UTC;12.66;0.00;12.66;0.00;140.07
NOEYYRYH;60;2017-08-09 04:39:01 UTC;292.16;0.00;292.16;0.00;4551.88
NOEYYRYH;60;2017-08-09 04:40:01 UTC;10.87;0.00;10.87;0.00;119.77
NOEYYRYH;60;2017-08-09 04:41:01 UTC;290.39;0.00;290.39;0.00;4531.02
NOEYYRYH;60;2017-08-09 04:42:01 UTC;10.75;0.00;10.75;0.00;118.69
NOEYYRYH;60;2017-08-09 04:43:01 UTC;291.78;0.00;291.78;0.00;4545.70
NOEYYRYH;60;2017-08-09 04:44:01 UTC;13.22;0.00;13.22;0.00;144.85
NOEYYRYH;60;2017-08-09 04:45:01 UTC;290.54;0.00;290.54;0.00;4531.69
NOEYYRYH;60;2017-08-09 04:46:01 UTC;11.47;0.00;11.47;0.00;126.06
NOEYYRYH;60;2017-08-09 04:47:01 UTC;290.66;0.00;290.66;0.00;4531.82
NOEYYRYH;60;2017-08-09 04:48:01 UTC;12.83;0.00;12.83;0.00;141.69
NOEYYRYH;60;2017-08-09 04:49:01 UTC;293.18;0.00;293.18;0.00;4557.17
NOEYYRYH;60;2017-08-09 04:50:01 UTC;10.84;0.00;10.84;0.00;120.17
NOEYYRYH;60;2017-08-09 04:51:01 UTC;290.35;0.00;290.35;0.00;4530.13
NOEYYRYH;60;2017-08-09 04:52:01 UTC;11.12;0.00;11.12;0.00;122.19
NOEYYRYH;60;2017-08-09 04:53:01 UTC;291.28;0.00;291.28;0.00;4543.65
NOEYYRYH;60;2017-08-09 04:54:01 UTC;13.51;0.00;13.51;0.00;149.97
NOEYYRYH;60;2017-08-09 04:55:01 UTC;291.76;1.00;290.76;97.92;4532.00
NOEYYRYH;60;2017-08-09 04:56:01 UTC;11.32;0.00;11.32;0.00;127.15
NOEYYRYH;60;2017-08-09 04:57:01 UTC;290.48;0.00;290.48;0.00;4529.86
NOEYYRYH;60;2017-08-09 04:58:01 UTC;13.06;0.00;13.06;0.00;143.00
NOEYYRYH;60;2017-08-09 04:59:01 UTC;292.38;0.00;292.38;0.00;4553.34
NOEYYRYH;60;2017-08-09 05:00:01 UTC;10.71;0.00;10.71;0.00;119.81
NOEYYRYH;60;2017-08-09 05:01:01 UTC;290.73;0.00;290.73;0.00;4532.13
NOEYYRYH;60;2017-08-09 05:02:01 UTC;11.92;0.00;11.92;0.00;133.00
NOEYYRYH;60;2017-08-09 05:03:01 UTC;291.17;0.00;291.17;0.00;4537.73
NOEYYRYH;60;2017-08-09 05:04:01 UTC;13.64;0.00;13.64;0.00;153.73
NOEYYRYH;60;2017-08-09 05:05:01 UTC;291.29;0.00;291.29;0.00;4538.98
NOEYYRYH;60;2017-08-09 05:06:01 UTC;10.86;0.00;10.86;0.00;121.39
NOEYYRYH;60;2017-08-09 05:07:01 UTC;291.01;0.00;291.01;0.00;4535.65
NOEYYRYH;60;2017-08-09 05:08:01 UTC;12.74;0.00;12.74;0.00;140.89
NOEYYRYH;60;2017-08-09 05:09:01 UTC;292.30;0.00;292.30;0.00;4555.08
NOEYYRYH;60;2017-08-09 05:10:01 UTC;11.94;0.00;11.94;0.00;129.42
NOEYYRYH;60;2017-08-09 05:11:01 UTC;289.68;0.00;289.68;0.00;4522.62
NOEYYRYH;60;2017-08-09 05:12:01 UTC;12.12;0.00;12.12;0.00;133.40
NOEYYRYH;60;2017-08-09 05:13:01 UTC;291.16;0.00;291.16;0.00;4540.89
NOEYYRYH;60;2017-08-09 05:14:01 UTC;14.04;0.00;14.04;0.00;153.68
NOEYYRYH;60;2017-08-09 05:15:01 UTC;290.86;0.00;290.86;0.00;4534.80
NOEYYRYH;60;2017-08-09 05:16:01 UTC;10.87;0.00;10.87;0.00;120.04
NOEYYRYH;60;2017-08-09 05:17:01 UTC;290.81;0.00;290.81;0.00;4533.64
NOEYYRYH;60;2017-08-09 05:18:01 UTC;13.01;0.33;12.68;6.40;140.63
NOEYYRYH;60;2017-08-09 05:19:01 UTC;294.43;1.80;292.63;177.48;4555.26
NOEYYRYH;60;2017-08-09 05:20:01 UTC;11.54;0.00;11.54;0.00;127.22
NOEYYRYH;60;2017-08-09 05:21:01 UTC;289.82;0.00;289.82;0.00;4526.39
NOEYYRYH;60;2017-08-09 05:22:01 UTC;12.21;0.00;12.21;0.00;133.40
NOEYYRYH;60;2017-08-09 05:23:01 UTC;291.03;0.00;291.03;0.00;4539.47
NOEYYRYH;60;2017-08-09 05:24:01 UTC;14.13;0.00;14.13;0.00;157.22
NOEYYRYH;60;2017-08-09 05:25:01 UTC;290.93;0.00;290.93;0.00;4536.00
NOEYYRYH;60;2017-08-09 05:26:01 UTC;10.94;0.00;10.94;0.00;121.89
NOEYYRYH;60;2017-08-09 05:27:01 UTC;290.98;0.00;290.98;0.00;4535.56
NOEYYRYH;60;2017-08-09 05:28:01 UTC;12.77;0.00;12.77;0.00;141.65
NOEYYRYH;60;2017-08-09 05:29:01 UTC;292.33;0.00;292.33;0.00;4552.82
NOEYYRYH;60;2017-08-09 05:30:01 UTC;11.40;0.00;11.40;0.00;126.18
NOEYYRYH;60;2017-08-09 05:31:01 UTC;290.21;0.00;290.21;0.00;4528.40
NOEYYRYH;60;2017-08-09 05:32:01 UTC;12.19;0.00;12.19;0.00;134.20
NOEYYRYH;60;2017-08-09 05:33:01 UTC;291.48;0.03;291.44;0.27;4543.65
NOEYYRYH;60;2017-08-09 05:34:01 UTC;14.66;0.00;14.66;0.00;160.88
NOEYYRYH;60;2017-08-09 05:35:01 UTC;290.80;0.00;290.80;0.00;4535.51
NOEYYRYH;60;2017-08-09 05:36:01 UTC;10.82;0.00;10.82;0.00;120.59
NOEYYRYH;60;2017-08-09 05:37:02 UTC;290.93;0.00;290.93;0.00;4536.22
NOEYYRYH;59;2017-08-09 05:38:01 UTC;13.12;0.00;13.12;0.00;144.43
NOEYYRYH;60;2017-08-09 05:39:01 UTC;292.21;0.00;292.21;0.00;4552.86
NOEYYRYH;60;2017-08-09 05:40:01 UTC;12.02;0.00;12.02;0.00;132.60
NOEYYRYH;60;2017-08-09 05:41:01 UTC;290.45;0.00;290.45;0.00;4531.33
NOEYYRYH;60;2017-08-09 05:42:01 UTC;11.97;0.00;11.97;0.00;132.09
NOEYYRYH;60;2017-08-09 05:43:01 UTC;291.48;0.00;291.48;0.00;4546.05
NOEYYRYH;60;2017-08-09 05:44:01 UTC;13.84;0.00;13.84;0.00;153.94
NOEYYRYH;60;2017-08-09 05:45:01 UTC;290.86;0.00;290.86;0.00;4534.80
NOEYYRYH;60;2017-08-09 05:46:01 UTC;10.96;0.00;10.96;0.00;123.40
NOEYYRYH;60;2017-08-09 05:47:01 UTC;291.03;0.00;291.03;0.00;4536.40
NOEYYRYH;60;2017-08-09 05:48:01 UTC;13.27;0.00;13.27;0.00;146.72
NOEYYRYH;60;2017-08-09 05:49:01 UTC;292.33;0.00;292.33;0.00;4557.09
NOEYYRYH;60;2017-08-09 05:50:01 UTC;12.44;0.00;12.44;0.00;134.71
NOEYYRYH;60;2017-08-09 05:51:01 UTC;289.96;0.00;289.96;0.00;4528.57
NOEYYRYH;60;2017-08-09 05:52:01 UTC;12.56;0.00;12.56;0.00;139.27
NOEYYRYH;60;2017-08-09 05:53:01 UTC;291.28;0.00;291.28;0.00;4541.16
NOEYYRYH;60;2017-08-09 05:54:01 UTC;14.39;0.00;14.39;0.00;159.97
NOEYYRYH;60;2017-08-09 05:55:01 UTC;290.94;0.00;290.94;0.00;4537.29
NOEYYRYH;60;2017-08-09 05:56:01 UTC;11.14;0.00;11.14;0.00;123.26
NOEYYRYH;60;2017-08-09 05:57:01 UTC;290.89;0.00;290.89;0.00;4537.11
NOEYYRYH;60;2017-08-09 05:58:01 UTC;13.40;0.00;13.40;0.00;148.56
NOEYYRYH;60;2017-08-09 05:59:01 UTC;291.94;0.00;291.94;0.00;4550.73
NOEYYRYH;60;2017-08-09 06:00:01 UTC;12.24;0.00;12.24;0.00;134.18
NOEYYRYH;60;2017-08-09 06:01:01 UTC;291.11;0.00;291.11;0.00;4541.74
NOEYYRYH;60;2017-08-09 06:02:01 UTC;12.96;0.00;12.96;0.00;142.47
NOEYYRYH;60;2017-08-09 06:03:01 UTC;291.78;0.00;291.78;0.00;4547.52
NOEYYRYH;60;2017-08-09 06:04:01 UTC;14.16;0.00;14.16;0.00;160.13
NOEYYRYH;60;2017-08-09 06:05:01 UTC;291.13;0.00;291.13;0.00;4539.96
NOEYYRYH;60;2017-08-09 06:06:01 UTC;12.07;0.00;12.07;0.00;135.27
NOEYYRYH;60;2017-08-09 06:07:01 UTC;290.51;0.00;290.51;0.00;4534.84
NOEYYRYH;60;2017-08-09 06:08:01 UTC;14.25;0.00;14.25;0.00;158.53
NOEYYRYH;60;2017-08-09 06:09:01 UTC;292.18;0.00;292.18;0.00;4554.20
NOEYYRYH;60;2017-08-09 06:10:01 UTC;12.35;0.00;12.35;0.00;137.65
NOEYYRYH;60;2017-08-09 06:11:01 UTC;290.89;0.00;290.89;0.00;4537.60
NOEYYRYH;60;2017-08-09 06:12:01 UTC;11.14;0.00;11.14;0.00;126.44
NOEYYRYH;60;2017-08-09 06:13:01 UTC;291.85;0.00;291.85;0.00;4548.41
NOEYYRYH;60;2017-08-09 06:14:01 UTC;14.18;0.00;14.18;0.00;158.51
NOEYYRYH;60;2017-08-09 06:15:01 UTC;291.10;0.00;291.10;0.00;4539.34
NOEYYRYH;60;2017-08-09 06:16:01 UTC;11.49;0.00;11.49;0.00;128.37
NOEYYRYH;60;2017-08-09 06:17:01 UTC;290.11;0.00;290.11;0.00;4529.73
NOEYYRYH;60;2017-08-09 06:18:01 UTC;13.19;0.00;13.19;0.00;145.01
NOEYYRYH;60;2017-08-09 06:19:01 UTC;292.09;0.00;292.09;0.00;4553.26
NOEYYRYH;60;2017-08-09 06:20:01 UTC;12.31;0.00;12.31;0.00;134.73
NOEYYRYH;60;2017-08-09 06:21:01 UTC;290.56;0.00;290.56;0.00;4532.27
NOEYYRYH;60;2017-08-09 06:22:01 UTC;11.59;0.00;11.59;0.00;128.73
NOEYYRYH;60;2017-08-09 06:23:01 UTC;291.66;0.00;291.66;0.00;4547.83
NOEYYRYH;60;2017-08-09 06:24:01 UTC;13.74;0.00;13.74;0.00;151.83
NOEYYRYH;60;2017-08-09 06:25:01 UTC;291.26;0.00;291.26;0.00;4542.59
NOEYYRYH;60;2017-08-09 06:26:01 UTC;11.97;0.00;11.97;0.00;132.76
NOEYYRYH;60;2017-08-09 06:27:01 UTC;289.63;0.00;289.63;0.00;4523.64
NOEYYRYH;60;2017-08-09 06:28:01 UTC;14.07;0.00;14.07;0.00;156.34
NOEYYRYH;60;2017-08-09 06:29:01 UTC;293.00;0.00;293.00;0.00;4562.11
NOEYYRYH;60;2017-08-09 06:30:01 UTC;11.34;0.00;11.34;0.00;128.98
NOEYYRYH;60;2017-08-09 06:31:01 UTC;291.21;0.00;291.21;0.00;4540.14
NOEYYRYH;60;2017-08-09 06:32:01 UTC;11.92;0.00;11.92;0.00;131.82
NOEYYRYH;60;2017-08-09 06:33:01 UTC;291.18;0.00;291.18;0.00;4543.07
NOEYYRYH;60;2017-08-09 06:34:01 UTC;14.87;0.00;14.87;0.00;164.85
NOEYYRYH;60;2017-08-09 06:35:01 UTC;290.35;0.00;290.35;0.00;4531.07
NOEYYRYH;60;2017-08-09 06:36:01 UTC;11.34;0.00;11.34;0.00;126.73
NOEYYRYH;60;2017-08-09 06:37:01 UTC;291.03;0.00;291.03;0.00;4538.49
NOEYYRYH;60;2017-08-09 06:38:01 UTC;13.12;0.00;13.12;0.00;146.74
NOEYYRYH;60;2017-08-09 06:39:01 UTC;293.18;0.00;293.18;0.00;4565.27
NOEYYRYH;60;2017-08-09 06:40:01 UTC;12.06;0.00;12.06;0.00;132.60
NOEYYRYH;60;2017-08-09 06:41:01 UTC;290.46;0.00;290.46;0.00;4532.00
NOEYYRYH;60;2017-08-09 06:42:01 UTC;12.04;0.00;12.04;0.00;133.62
NOEYYRYH;60;2017-08-09 06:43:01 UTC;291.36;0.00;291.36;0.00;4544.90
NOEYYRYH;60;2017-08-09 06:44:01 UTC;15.24;0.00;15.24;0.00;168.11
NOEYYRYH;59;2017-08-09 06:45:01 UTC;294.91;0.00;294.91;0.00;4602.24
NOEYYRYH;60;2017-08-09 06:46:01 UTC;11.02;0.00;11.02;0.00;123.80
NOEYYRYH;60;2017-08-09 06:47:01 UTC;291.21;0.00;291.21;0.00;4537.47
NOEYYRYH;60;2017-08-09 06:48:01 UTC;12.89;0.00;12.89;0.00;143.54
NOEYYRYH;60;2017-08-09 06:49:01 UTC;293.58;0.00;293.58;0.00;4567.01
NOEYYRYH;60;2017-08-09 06:50:01 UTC;12.01;0.00;12.01;0.00;132.60
NOEYYRYH;60;2017-08-09 06:51:01 UTC;290.44;0.00;290.44;0.00;4533.42
NOEYYRYH;60;2017-08-09 06:52:01 UTC;12.42;0.00;12.42;0.00;137.91
NOEYYRYH;60;2017-08-09 06:53:01 UTC;291.01;0.00;291.01;0.00;4541.47
NOEYYRYH;60;2017-08-09 06:54:01 UTC;15.16;0.00;15.16;0.00;168.08
NOEYYRYH;60;2017-08-09 06:55:01 UTC;290.41;0.00;290.41;0.00;4532.93
NOEYYRYH;60;2017-08-09 06:56:01 UTC;11.62;0.00;11.62;0.00;130.44
NOEYYRYH;60;2017-08-09 06:57:01 UTC;290.41;0.00;290.41;0.00;4533.16
NOEYYRYH;60;2017-08-09 06:58:01 UTC;13.25;0.00;13.25;0.00;148.82
NOEYYRYH;60;2017-08-09 06:59:01 UTC;294.38;0.47;293.91;38.95;4572.42
NOEYYRYH;60;2017-08-09 07:00:01 UTC;11.39;0.00;11.39;0.00;127.26
NOEYYRYH;60;2017-08-09 07:01:01 UTC;290.70;0.00;290.70;0.00;4536.71
NOEYYRYH;60;2017-08-09 07:02:01 UTC;12.82;0.00;12.82;0.00;141.94
NOEYYRYH;60;2017-08-09 07:03:01 UTC;291.25;0.00;291.25;0.00;4543.07
NOEYYRYH;60;2017-08-09 07:04:01 UTC;14.95;0.00;14.95;0.00;165.92
NOEYYRYH;60;2017-08-09 07:05:01 UTC;291.06;0.00;291.06;0.00;4538.76
NOEYYRYH;60;2017-08-09 07:06:01 UTC;11.96;0.00;11.96;0.00;131.80
NOEYYRYH;60;2017-08-09 07:07:01 UTC;290.41;0.00;290.41;0.00;4534.22
NOEYYRYH;60;2017-08-09 07:08:01 UTC;13.39;0.00;13.39;0.00;148.72
NOEYYRYH;60;2017-08-09 07:09:01 UTC;293.34;0.00;293.34;0.00;4566.87
NOEYYRYH;60;2017-08-09 07:10:01 UTC;11.59;0.00;11.59;0.00;129.91
NOEYYRYH;60;2017-08-09 07:11:01 UTC;290.51;0.00;290.51;0.00;4534.93
NOEYYRYH;60;2017-08-09 07:12:01 UTC;12.17;0.00;12.17;0.00;134.93
NOEYYRYH;60;2017-08-09 07:13:01 UTC;291.41;0.00;291.41;0.00;4545.08
NOEYYRYH;60;2017-08-09 07:14:01 UTC;15.44;0.00;15.44;0.00;170.46
NOEYYRYH;60;2017-08-09 07:15:01 UTC;290.96;0.00;290.96;0.00;4536.94
NOEYYRYH;60;2017-08-09 07:16:01 UTC;12.11;0.00;12.11;0.00;135.56
NOEYYRYH;60;2017-08-09 07:17:01 UTC;290.61;0.00;290.61;0.00;4533.87
NOEYYRYH;60;2017-08-09 07:18:01 UTC;13.26;0.00;13.26;0.00;149.03
NOEYYRYH;60;2017-08-09 07:19:01 UTC;293.86;0.00;293.86;0.00;4569.75
NOEYYRYH;60;2017-08-09 07:20:01 UTC;11.74;0.00;11.74;0.00;130.47
NOEYYRYH;60;2017-08-09 07:21:01 UTC;290.54;0.00;290.54;0.00;4533.42
NOEYYRYH;60;2017-08-09 07:22:01 UTC;11.82;0.00;11.82;0.00;130.98
NOEYYRYH;60;2017-08-09 07:23:01 UTC;291.43;0.00;291.43;0.00;4545.70
NOEYYRYH;60;2017-08-09 07:24:01 UTC;14.86;0.00;14.86;0.00;164.08
NOEYYRYH;60;2017-08-09 07:25:01 UTC;290.28;0.00;290.28;0.00;4529.24
NOEYYRYH;60;2017-08-09 07:26:01 UTC;11.74;0.00;11.74;0.00;129.66
NOEYYRYH;60;2017-08-09 07:27:01 UTC;290.58;0.23;290.35;5.87;4529.51
NOEYYRYH;60;2017-08-09 07:28:01 UTC;13.41;0.00;13.41;0.00;147.83
NOEYYRYH;60;2017-08-09 07:29:01 UTC;293.13;0.00;293.13;0.00;4562.78
