# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
NOEYYRYH;60;2017-07-31 05:04:01 UTC;0.00;30.08;791.45;0.00;386.84;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:05:01 UTC;0.00;1124.31;1021.02;0.00;607.24;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:06:01 UTC;0.00;21.74;782.91;0.00;470.10;77.37;0.00;77.37;100.00
NOEYYRYH;60;2017-07-31 05:07:01 UTC;0.00;1124.62;1034.67;0.00;609.17;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:08:01 UTC;0.00;30.21;801.22;0.00;470.85;77.35;0.00;77.35;100.00
NOEYYRYH;60;2017-07-31 05:09:01 UTC;0.00;1129.20;986.94;0.00;598.08;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:10:01 UTC;0.00;22.54;815.20;0.00;396.87;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:11:01 UTC;0.07;1124.82;1016.89;0.00;752.25;112.07;0.00;112.07;100.00
NOEYYRYH;60;2017-07-31 05:12:01 UTC;0.00;22.47;817.44;0.00;395.00;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:13:01 UTC;0.00;1129.05;1024.55;0.00;617.22;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:14:01 UTC;0.00;30.82;785.48;0.00;542.70;125.40;0.00;125.40;100.00
NOEYYRYH;60;2017-07-31 05:15:01 UTC;0.00;1123.76;1016.22;0.00;605.82;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:16:01 UTC;0.00;22.29;827.39;0.00;418.27;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:17:01 UTC;0.00;1124.43;993.55;0.00;691.76;93.38;0.00;93.38;100.00
NOEYYRYH;60;2017-07-31 05:18:01 UTC;0.00;28.01;798.17;0.00;393.83;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:19:01 UTC;0.00;1130.59;1013.25;0.00;736.33;130.82;0.00;130.82;100.00
NOEYYRYH;60;2017-07-31 05:20:01 UTC;0.00;24.01;802.92;0.00;394.85;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:21:01 UTC;0.00;1123.23;1028.73;0.00;621.38;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:22:01 UTC;0.00;22.61;793.61;0.00;389.58;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:23:01 UTC;0.00;1129.14;1019.50;0.00;684.20;74.73;0.00;74.73;100.00
NOEYYRYH;60;2017-07-31 05:24:01 UTC;0.00;31.62;794.73;0.00;392.76;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:25:01 UTC;0.00;1123.97;1027.88;0.00;684.49;74.69;0.00;74.69;100.00
NOEYYRYH;60;2017-07-31 05:26:01 UTC;0.00;24.15;796.95;0.00;394.01;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:27:01 UTC;2.20;1122.97;980.64;0.00;713.50;112.04;0.00;112.04;100.00
NOEYYRYH;60;2017-07-31 05:28:01 UTC;0.00;29.34;835.93;0.00;397.88;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:29:01 UTC;0.00;1130.79;1015.55;0.00;682.40;74.68;0.00;74.68;100.00
NOEYYRYH;60;2017-07-31 05:30:01 UTC;0.00;22.15;813.58;0.00;395.38;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:31:01 UTC;0.00;1123.64;989.31;0.00;604.43;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:32:01 UTC;0.00;23.48;806.90;0.00;394.70;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:33:01 UTC;0.00;1126.38;1029.81;0.00;717.31;109.37;0.00;109.37;100.00
NOEYYRYH;60;2017-07-31 05:34:01 UTC;0.00;31.55;787.14;0.00;392.96;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:35:01 UTC;0.00;1123.97;1036.88;0.00;610.15;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:36:01 UTC;0.00;22.62;812.41;0.00;524.13;125.42;0.00;125.42;100.00
NOEYYRYH;60;2017-07-31 05:37:01 UTC;0.00;1124.30;991.48;0.00;601.43;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:38:01 UTC;0.00;28.61;802.93;0.00;393.75;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:39:01 UTC;0.00;1129.36;1026.16;0.00;707.10;98.72;0.00;98.72;100.00
NOEYYRYH;60;2017-07-31 05:40:01 UTC;0.00;22.14;801.57;0.00;392.98;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:41:01 UTC;0.00;1125.35;1003.90;0.00;607.66;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:42:01 UTC;0.00;21.60;807.85;0.00;512.44;117.35;0.00;117.35;100.00
NOEYYRYH;60;2017-07-31 05:43:01 UTC;0.07;1129.44;1015.39;0.00;605.12;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:44:01 UTC;0.00;30.61;772.96;0.00;390.22;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:45:01 UTC;0.00;1123.51;1031.34;0.00;687.85;80.03;0.00;80.03;100.00
NOEYYRYH;60;2017-07-31 05:46:02 UTC;0.00;22.95;812.61;0.00;399.13;0.00;0.00;0.00;0.00
NOEYYRYH;59;2017-07-31 05:47:01 UTC;0.00;1142.03;1046.05;0.00;702.47;84.07;0.00;84.07;100.00
NOEYYRYH;60;2017-07-31 05:48:01 UTC;0.00;28.08;794.36;0.00;392.18;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:49:01 UTC;0.00;1129.36;1006.85;0.00;604.57;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:50:01 UTC;0.00;24.01;790.93;0.00;517.92;125.38;0.00;125.38;100.00
NOEYYRYH;60;2017-07-31 05:51:01 UTC;0.00;1123.50;1050.23;0.00;623.23;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:52:01 UTC;0.00;22.87;786.11;0.00;391.03;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:53:01 UTC;37.16;1130.54;1027.86;0.37;706.62;98.75;0.00;98.75;100.00
NOEYYRYH;60;2017-07-31 05:54:01 UTC;0.00;29.48;801.43;0.00;394.05;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:55:01 UTC;0.00;1123.17;979.06;0.00;736.76;136.05;0.00;136.05;100.00
NOEYYRYH;60;2017-07-31 05:56:01 UTC;0.00;23.62;821.31;0.00;399.28;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:57:01 UTC;0.00;1123.24;1043.18;0.00;613.25;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:58:01 UTC;0.00;28.82;811.89;0.00;398.32;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:59:01 UTC;0.07;1130.57;975.07;0.00;672.69;80.04;0.00;80.04;100.00
NOEYYRYH;60;2017-07-31 06:00:01 UTC;0.00;22.81;843.36;0.00;407.20;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:01:01 UTC;0.00;1125.16;1029.11;0.00;604.95;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:02:01 UTC;0.00;23.20;872.88;0.00;549.49;130.69;0.00;130.69;100.00
NOEYYRYH;60;2017-07-31 06:03:01 UTC;0.00;1129.65;1013.52;0.00;600.57;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:04:01 UTC;0.00;31.68;831.10;0.00;406.24;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:05:01 UTC;0.00;1122.69;992.35;0.00;691.40;96.05;0.00;96.05;100.00
NOEYYRYH;60;2017-07-31 06:06:01 UTC;0.00;24.14;825.54;0.00;405.92;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:07:01 UTC;0.00;1123.67;1005.37;0.00;600.30;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:08:01 UTC;0.00;29.20;813.53;0.00;473.88;77.33;0.00;77.33;100.00
NOEYYRYH;60;2017-07-31 06:09:01 UTC;0.00;1130.30;1011.39;0.00;602.75;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:10:01 UTC;0.00;22.07;802.30;0.00;475.11;80.03;0.00;80.03;100.00
NOEYYRYH;60;2017-07-31 06:11:01 UTC;0.00;1125.67;1020.23;0.00;610.63;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:12:01 UTC;0.00;22.08;805.64;0.00;472.23;77.38;0.00;77.38;100.00
NOEYYRYH;60;2017-07-31 06:13:01 UTC;0.00;1128.69;997.78;0.00;679.72;77.38;0.00;77.38;100.00
NOEYYRYH;60;2017-07-31 06:14:01 UTC;0.00;31.28;808.82;0.00;394.88;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:15:01 UTC;0.00;1123.50;1039.55;0.00;617.16;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:16:01 UTC;0.00;23.95;802.33;0.00;469.61;80.05;0.00;80.05;100.00
NOEYYRYH;60;2017-07-31 06:17:01 UTC;0.00;1123.71;1014.69;0.00;604.58;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:18:01 UTC;0.00;28.28;793.38;0.00;391.73;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:19:01 UTC;0.00;1131.98;1000.17;0.00;709.69;106.70;0.00;106.70;100.00
NOEYYRYH;60;2017-07-31 06:20:01 UTC;0.00;20.54;835.42;0.00;403.15;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:21:01 UTC;0.00;1124.39;995.62;0.00;677.85;74.68;0.00;74.68;100.00
NOEYYRYH;60;2017-07-31 06:22:01 UTC;0.00;22.81;804.27;0.00;395.08;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:23:01 UTC;0.00;1128.55;1005.04;0.00;739.96;135.56;0.00;135.56;100.00
NOEYYRYH;60;2017-07-31 06:24:01 UTC;0.00;33.27;814.60;0.00;396.17;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:25:01 UTC;0.00;1122.21;1007.04;0.00;603.99;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:26:01 UTC;0.00;24.22;820.08;0.00;400.45;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:27:01 UTC;0.07;1122.36;995.28;0.00;689.34;85.91;0.00;85.91;100.00
NOEYYRYH;60;2017-07-31 06:28:01 UTC;0.00;30.01;833.84;0.00;407.65;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:29:01 UTC;0.00;1131.03;995.61;0.00;594.66;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:30:01 UTC;0.00;22.41;781.46;0.00;484.41;91.76;0.00;91.76;100.00
NOEYYRYH;60;2017-07-31 06:31:01 UTC;0.00;1124.68;1030.77;0.00;697.10;91.79;0.00;91.79;100.00
NOEYYRYH;60;2017-07-31 06:32:01 UTC;0.00;22.54;811.82;0.00;395.77;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:33:01 UTC;0.00;1129.00;1008.07;0.00;604.70;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:34:01 UTC;0.00;31.55;790.48;0.00;394.18;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:35:01 UTC;0.00;1122.37;1011.19;0.00;708.44;104.57;0.00;104.57;100.00
NOEYYRYH;60;2017-07-31 06:36:01 UTC;0.00;25.15;811.84;0.00;397.97;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:37:01 UTC;0.07;1123.17;1033.99;0.00;609.67;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:38:01 UTC;0.00;30.02;786.53;0.00;485.26;91.78;0.00;91.78;100.00
NOEYYRYH;60;2017-07-31 06:39:01 UTC;2.33;1130.63;1038.67;0.10;709.40;94.45;0.00;94.45;100.00
NOEYYRYH;60;2017-07-31 06:40:01 UTC;0.00;22.41;808.74;0.00;396.28;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:41:01 UTC;0.00;1123.97;1004.62;0.00;601.80;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:42:01 UTC;0.00;23.34;791.76;0.00;391.95;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:43:01 UTC;12.68;1129.69;1008.01;0.12;708.92;104.07;0.00;104.07;100.00
NOEYYRYH;60;2017-07-31 06:44:02 UTC;0.00;30.22;797.30;0.00;395.20;0.00;0.00;0.00;0.00
NOEYYRYH;59;2017-07-31 06:45:01 UTC;0.00;1142.23;1061.71;0.00;624.02;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:46:01 UTC;0.00;24.22;798.93;0.00;482.97;83.80;0.00;83.80;100.00
NOEYYRYH;60;2017-07-31 06:47:01 UTC;0.00;1123.08;978.42;0.00;675.65;74.72;0.00;74.72;100.00
NOEYYRYH;60;2017-07-31 06:48:01 UTC;0.00;30.14;836.27;0.00;416.94;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:49:01 UTC;0.00;1130.21;1018.27;0.00;686.92;80.07;0.00;80.07;100.00
NOEYYRYH;60;2017-07-31 06:50:01 UTC;0.00;22.27;779.58;0.00;389.81;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:51:01 UTC;0.00;1126.34;1028.41;0.00;606.89;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:52:01 UTC;0.00;22.74;776.75;0.00;469.94;77.35;0.00;77.35;100.00
NOEYYRYH;60;2017-07-31 06:53:01 UTC;0.00;1128.14;1059.12;0.00;627.44;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:54:01 UTC;0.00;31.69;790.31;0.00;465.81;80.05;0.00;80.05;100.00
NOEYYRYH;60;2017-07-31 06:55:01 UTC;5.08;1136.65;1027.08;0.02;14370.16;77.51;0.00;77.51;100.00
NOEYYRYH;60;2017-07-31 06:56:01 UTC;0.00;37.02;833.01;0.00;402.45;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:57:01 UTC;0.00;1123.95;988.51;0.00;601.20;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:58:01 UTC;0.00;29.54;813.19;0.00;395.72;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 06:59:01 UTC;0.00;1130.21;1005.07;0.00;605.37;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:00:01 UTC;0.00;22.68;829.80;0.00;400.97;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:01:01 UTC;0.00;1124.60;1013.01;0.00;606.07;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:02:01 UTC;0.00;25.75;907.64;0.00;424.65;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:03:01 UTC;0.00;1129.46;1005.89;0.00;602.60;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:04:01 UTC;0.00;31.08;805.34;0.00;394.45;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:05:01 UTC;0.00;1123.70;989.09;0.00;599.08;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:06:01 UTC;0.00;25.27;836.39;0.00;401.53;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:07:01 UTC;0.00;1122.80;1018.75;0.00;605.70;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:08:01 UTC;0.00;29.68;808.94;0.00;395.53;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:09:01 UTC;0.07;1130.94;980.07;0.00;600.40;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:10:01 UTC;0.00;22.34;808.35;0.00;395.11;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:11:01 UTC;0.00;1125.34;1010.11;0.00;606.01;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:12:01 UTC;0.00;23.88;825.91;0.00;398.82;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:13:01 UTC;0.07;1128.55;996.05;0.00;600.87;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:14:01 UTC;0.00;31.81;838.20;0.00;406.54;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:15:01 UTC;0.00;1122.19;1007.68;0.00;602.93;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:16:01 UTC;0.00;24.75;804.90;0.00;391.69;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:17:01 UTC;0.00;1122.89;997.22;0.00;602.43;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:18:01 UTC;0.00;29.08;809.24;0.00;395.98;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:19:01 UTC;0.00;1129.78;994.40;0.00;603.08;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:20:01 UTC;0.00;23.82;822.34;0.00;397.85;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:21:01 UTC;0.00;1123.15;999.02;0.00;605.02;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:22:01 UTC;0.00;24.28;814.84;0.00;396.26;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:23:01 UTC;0.00;1128.98;1014.63;0.00;606.04;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:24:01 UTC;0.00;30.42;819.16;0.00;399.07;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:25:01 UTC;0.00;1124.95;984.34;0.00;601.73;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:26:01 UTC;0.00;22.75;817.90;0.00;400.73;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:27:01 UTC;0.00;1123.22;1004.90;0.00;603.59;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:28:01 UTC;0.00;30.27;816.90;0.00;397.02;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:29:01 UTC;0.07;1129.66;987.72;0.00;609.71;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:30:01 UTC;0.00;22.88;798.60;0.00;394.40;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:31:01 UTC;0.00;1124.64;1003.83;0.00;607.97;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:32:01 UTC;0.00;23.41;849.82;0.00;402.12;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:33:01 UTC;0.00;1126.62;995.06;0.00;599.33;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:34:01 UTC;0.00;31.94;808.98;0.00;394.97;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:35:01 UTC;0.00;1123.02;993.58;0.00;598.88;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:36:01 UTC;0.00;24.20;821.14;0.00;399.37;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:37:01 UTC;0.00;1123.48;1017.93;0.00;620.58;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:38:01 UTC;0.00;28.61;825.71;0.00;399.22;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:39:01 UTC;0.00;1129.72;1003.47;0.00;604.20;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:40:01 UTC;0.00;23.22;748.87;0.00;384.59;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:41:01 UTC;0.00;1123.84;1045.53;0.00;609.34;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:42:01 UTC;0.00;22.55;809.66;0.00;394.95;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:43:01 UTC;0.00;1128.89;1047.63;0.00;633.22;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:44:01 UTC;0.00;29.81;792.65;0.00;386.48;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:45:01 UTC;0.07;1123.02;1006.59;0.00;601.62;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:46:01 UTC;0.00;24.55;805.25;0.00;402.82;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:47:01 UTC;0.00;1123.56;1044.77;0.00;608.99;0.00;0.00;0.00;0.00
NOEYYRYH;59;2017-07-31 07:48:01 UTC;0.00;27.54;792.35;0.00;392.61;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:49:01 UTC;0.00;1131.35;1004.72;0.00;601.92;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:50:01 UTC;0.00;22.14;815.79;0.00;397.05;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:51:01 UTC;0.07;1123.47;1005.30;0.00;607.37;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:52:01 UTC;0.00;24.15;800.40;0.00;394.70;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:53:01 UTC;0.00;852.41;1022.40;0.00;600.67;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:54:01 UTC;0.00;304.77;797.61;0.00;402.54;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:55:01 UTC;0.00;1122.92;1033.29;0.00;618.30;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:56:01 UTC;0.00;23.68;777.47;0.00;391.86;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:57:01 UTC;0.00;1122.01;1033.71;0.00;608.29;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:58:01 UTC;0.00;30.14;804.32;0.00;394.10;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 07:59:01 UTC;0.07;1129.95;1022.63;0.00;625.77;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:00:01 UTC;0.00;22.41;792.44;0.00;392.26;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:01:01 UTC;0.00;849.67;1059.34;0.00;613.65;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:02:01 UTC;0.00;300.80;864.88;0.00;420.26;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:03:01 UTC;0.00;1126.78;1005.45;0.00;602.05;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:04:01 UTC;0.00;31.88;816.42;0.00;395.71;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:05:01 UTC;0.00;1122.36;1017.18;0.00;604.39;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:06:01 UTC;81.09;30.74;999.82;0.37;449.97;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:07:01 UTC;241.57;1136.20;1243.94;0.67;681.87;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:08:01 UTC;50.78;38.23;946.92;0.13;448.91;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:09:01 UTC;0.00;1130.34;1072.53;0.00;638.13;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:10:01 UTC;0.00;31.17;894.63;0.00;432.64;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:11:01 UTC;0.00;848.61;967.71;0.00;593.87;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:12:01 UTC;0.80;299.47;934.58;0.02;429.06;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:13:01 UTC;0.00;1130.81;1012.21;0.00;607.71;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:14:01 UTC;0.00;30.35;827.40;0.00;406.67;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:15:01 UTC;0.00;1126.06;1103.12;0.00;649.32;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:16:01 UTC;0.00;29.84;898.35;0.00;424.35;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:17:01 UTC;0.00;1125.06;1036.35;0.00;614.50;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:18:01 UTC;0.00;31.69;791.01;0.00;386.46;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:19:01 UTC;0.00;854.68;1008.59;0.00;597.28;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:20:01 UTC;0.07;297.53;813.71;0.00;402.57;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:21:01 UTC;0.00;1123.11;1015.07;0.00;608.17;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:22:01 UTC;0.00;24.41;800.42;0.00;395.76;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:23:01 UTC;0.07;1127.28;1008.59;0.00;603.89;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:24:01 UTC;0.00;33.48;807.99;0.00;395.78;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:25:01 UTC;0.00;1128.21;1065.61;0.00;634.17;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:26:01 UTC;0.00;28.50;828.81;0.00;401.74;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:27:01 UTC;0.00;854.57;1100.57;0.00;632.24;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:28:01 UTC;0.00;308.92;874.50;0.00;429.66;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:29:01 UTC;0.00;1130.03;1033.48;0.00;618.01;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:30:01 UTC;0.00;22.81;793.65;0.00;387.74;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:31:01 UTC;0.00;1124.02;1010.81;0.00;608.17;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:32:01 UTC;0.00;22.95;783.97;0.00;392.33;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:33:01 UTC;0.00;1132.05;1070.12;0.00;633.37;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:34:01 UTC;0.00;33.02;840.37;0.00;401.10;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:35:01 UTC;0.00;849.62;1023.61;0.00;598.33;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:36:01 UTC;0.07;302.62;773.50;0.00;367.02;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 08:37:01 UTC;0.00;849.82;1111.99;0.00;673.09;0.00;0.00;0.00;0.00
