# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
NOEYYRYH;60;2017-07-31 01:30:01 UTC;0.00;22.40;814.29;0.00;471.40;76.81;0.00;76.81;100.00
NOEYYRYH;60;2017-07-31 01:31:01 UTC;0.00;1125.33;986.39;0.00;812.10;205.01;0.00;205.01;100.00
NOEYYRYH;60;2017-07-31 01:32:01 UTC;0.00;23.80;821.19;0.00;395.87;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:33:01 UTC;0.00;1129.02;1006.04;0.00;746.60;140.89;0.00;140.89;100.00
NOEYYRYH;60;2017-07-31 01:34:01 UTC;0.00;30.88;802.58;0.00;471.41;76.83;0.00;76.83;100.00
NOEYYRYH;60;2017-07-31 01:35:01 UTC;0.00;1124.65;1025.73;0.00;736.51;128.15;0.00;128.15;100.00
NOEYYRYH;60;2017-07-31 01:36:01 UTC;0.00;23.61;814.67;0.00;397.18;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:37:01 UTC;0.00;1124.22;1001.47;0.00;760.07;153.70;0.00;153.70;100.00
NOEYYRYH;60;2017-07-31 01:38:01 UTC;0.00;27.21;789.61;0.00;393.13;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:39:01 UTC;0.00;1131.01;1017.86;0.00;689.41;82.20;0.00;82.20;100.00
NOEYYRYH;60;2017-07-31 01:40:01 UTC;0.00;22.35;813.71;0.00;394.75;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:41:01 UTC;1192.09;1394.82;5518.53;0.40;3226.58;519.89;0.00;519.89;100.00
NOEYYRYH;60;2017-07-31 01:42:01 UTC;0.00;23.22;818.21;0.00;405.50;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:43:01 UTC;0.07;1128.64;999.83;0.00;605.62;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:44:01 UTC;0.00;30.75;815.74;0.00;395.40;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:45:01 UTC;0.00;1123.94;1003.65;0.00;603.52;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:46:01 UTC;0.00;24.15;812.57;0.00;480.37;82.17;0.00;82.17;100.00
NOEYYRYH;60;2017-07-31 01:47:01 UTC;0.00;1123.92;1013.97;0.00;688.28;82.15;0.00;82.15;100.00
NOEYYRYH;60;2017-07-31 01:48:01 UTC;0.00;26.74;823.70;0.00;398.48;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:49:01 UTC;0.00;1131.22;993.21;0.00;683.11;82.19;0.00;82.19;100.00
NOEYYRYH;60;2017-07-31 01:50:01 UTC;0.00;22.21;792.68;0.00;392.30;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:51:01 UTC;0.00;1125.79;1032.72;0.00;610.29;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:52:01 UTC;0.00;23.08;804.65;0.00;394.36;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:53:01 UTC;0.00;1126.24;1024.99;0.00;716.81;100.83;0.00;100.83;100.00
NOEYYRYH;60;2017-07-31 01:54:01 UTC;0.00;32.01;790.47;0.00;383.98;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:55:01 UTC;0.07;1123.91;1020.66;0.00;607.39;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:56:01 UTC;0.00;22.82;796.36;0.00;536.26;141.96;0.00;141.96;100.00
NOEYYRYH;60;2017-07-31 01:57:02 UTC;0.00;1124.83;1028.26;0.00;609.14;0.00;0.00;0.00;0.00
NOEYYRYH;59;2017-07-31 01:58:01 UTC;0.00;27.06;805.51;0.00;395.39;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 01:59:01 UTC;0.00;1130.74;996.93;0.00;605.35;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:00:01 UTC;0.00;21.62;808.41;0.00;532.86;138.25;0.00;138.25;100.00
NOEYYRYH;60;2017-07-31 02:01:01 UTC;0.00;1125.59;1053.61;0.00;615.77;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:02:01 UTC;0.00;25.48;871.40;0.00;418.88;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:03:01 UTC;0.00;1126.95;1026.03;0.00;701.97;82.19;0.00;82.19;100.00
NOEYYRYH;60;2017-07-31 02:04:01 UTC;0.00;31.22;798.75;0.00;391.89;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:05:01 UTC;0.00;1123.64;1015.64;0.00;774.24;141.91;0.00;141.91;100.00
NOEYYRYH;60;2017-07-31 02:06:01 UTC;0.00;22.21;790.68;0.00;394.61;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:07:01 UTC;0.00;1123.97;1048.78;0.00;653.15;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:08:01 UTC;0.00;28.88;776.18;0.00;383.29;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:09:01 UTC;0.07;1128.32;1032.07;0.00;605.85;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:10:01 UTC;0.00;22.14;792.98;0.00;531.28;138.20;0.00;138.20;100.00
NOEYYRYH;60;2017-07-31 02:11:01 UTC;0.00;1123.19;1016.72;0.00;606.73;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:12:01 UTC;0.00;21.88;811.62;0.00;395.55;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:13:01 UTC;0.00;1128.78;999.78;0.00;685.28;82.16;0.00;82.16;100.00
NOEYYRYH;60;2017-07-31 02:14:01 UTC;0.00;29.61;807.32;0.00;394.38;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:15:01 UTC;0.00;1123.75;1017.06;0.00;737.56;130.75;0.00;130.75;100.00
NOEYYRYH;60;2017-07-31 02:16:01 UTC;0.00;23.81;777.44;0.00;392.48;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:17:01 UTC;0.00;1123.72;1035.72;0.00;610.12;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:18:01 UTC;0.00;26.75;817.44;0.00;396.30;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:19:01 UTC;0.00;1131.10;1007.25;0.00;694.13;89.64;0.00;89.64;100.00
NOEYYRYH;60;2017-07-31 02:20:01 UTC;0.00;23.07;796.58;0.00;393.27;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:21:01 UTC;0.07;1123.24;1021.22;0.00;606.40;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:22:01 UTC;0.00;22.81;805.90;0.00;525.34;130.71;0.00;130.71;100.00
NOEYYRYH;60;2017-07-31 02:23:01 UTC;0.00;1128.90;996.38;0.00;605.69;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:24:01 UTC;0.00;30.95;823.21;0.00;395.85;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:25:01 UTC;0.00;1124.40;1013.69;0.00;690.06;82.20;0.00;82.20;100.00
NOEYYRYH;60;2017-07-31 02:26:01 UTC;0.00;24.74;795.20;0.00;444.97;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:27:01 UTC;0.00;1122.23;1006.55;0.00;606.60;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:28:01 UTC;0.00;30.75;842.15;0.00;537.45;134.47;0.00;134.47;100.00
NOEYYRYH;60;2017-07-31 02:29:01 UTC;0.00;1128.34;989.57;0.00;598.02;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:30:01 UTC;0.00;23.93;793.60;0.00;392.93;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:31:01 UTC;0.00;1124.66;1035.57;0.00;707.36;85.95;0.00;85.95;100.00
NOEYYRYH;60;2017-07-31 02:32:01 UTC;0.00;21.96;793.34;0.00;391.39;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:33:01 UTC;0.00;1128.44;1003.75;0.00;603.23;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:34:01 UTC;0.00;29.62;818.13;0.00;478.09;82.19;0.00;82.19;100.00
NOEYYRYH;60;2017-07-31 02:35:01 UTC;0.07;1124.22;1009.47;0.00;603.85;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:36:01 UTC;0.00;22.87;808.08;0.00;479.36;82.15;0.00;82.15;100.00
NOEYYRYH;60;2017-07-31 02:37:01 UTC;0.00;1123.47;1027.21;0.00;610.08;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:38:01 UTC;0.00;29.28;797.23;0.00;473.89;82.16;0.00;82.16;100.00
NOEYYRYH;60;2017-07-31 02:39:01 UTC;0.00;1129.43;1005.57;0.00;687.84;82.17;0.00;82.17;100.00
NOEYYRYH;60;2017-07-31 02:40:01 UTC;0.00;22.41;804.83;0.00;393.95;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:41:01 UTC;0.00;1123.85;1036.16;0.00;619.39;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:42:01 UTC;0.00;21.48;809.21;0.00;394.76;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:43:01 UTC;0.07;1128.91;990.45;0.00;699.22;104.57;0.00;104.57;100.00
NOEYYRYH;60;2017-07-31 02:44:01 UTC;0.00;29.02;783.42;0.00;391.46;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:45:01 UTC;0.00;1123.92;1039.79;0.00;633.36;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:46:01 UTC;0.00;25.01;808.60;0.00;485.29;82.17;0.00;82.17;100.00
NOEYYRYH;60;2017-07-31 02:47:01 UTC;0.00;1123.67;1025.30;0.00;688.29;82.20;0.00;82.20;100.00
NOEYYRYH;60;2017-07-31 02:48:01 UTC;0.00;29.07;808.48;0.00;393.75;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:49:01 UTC;0.00;1129.49;998.72;0.00;686.82;82.19;0.00;82.19;100.00
NOEYYRYH;60;2017-07-31 02:50:01 UTC;0.00;23.14;812.55;0.00;395.33;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:51:01 UTC;0.00;1123.16;1036.28;0.00;618.88;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:52:01 UTC;0.00;21.88;792.93;0.00;469.05;82.17;0.00;82.17;100.00
NOEYYRYH;60;2017-07-31 02:53:01 UTC;0.00;1128.23;1005.44;0.00;600.05;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:54:01 UTC;0.00;29.81;815.49;0.00;396.00;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:55:01 UTC;0.07;1124.88;980.12;0.00;709.67;108.34;0.00;108.34;100.00
NOEYYRYH;60;2017-07-31 02:56:02 UTC;0.00;23.81;851.82;0.00;408.89;0.00;0.00;0.00;0.00
NOEYYRYH;59;2017-07-31 02:57:01 UTC;0.00;1141.39;995.32;0.00;687.77;83.57;0.00;83.57;100.00
NOEYYRYH;60;2017-07-31 02:58:01 UTC;0.00;29.54;820.92;0.00;395.05;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 02:59:01 UTC;0.00;1128.16;1020.49;0.00;607.92;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:00:01 UTC;0.00;23.54;815.24;0.00;472.36;70.42;0.00;70.42;100.00
NOEYYRYH;60;2017-07-31 03:01:01 UTC;0.00;1124.99;1008.72;0.00;608.12;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:02:01 UTC;0.00;25.21;897.90;0.00;492.58;70.44;0.00;70.44;100.00
NOEYYRYH;60;2017-07-31 03:03:01 UTC;0.00;1129.23;1012.01;0.00;607.77;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:04:01 UTC;0.00;29.87;810.29;0.00;464.64;70.41;0.00;70.41;100.00
NOEYYRYH;60;2017-07-31 03:05:01 UTC;0.00;1124.22;1008.21;0.00;678.12;71.51;0.00;71.51;100.00
NOEYYRYH;60;2017-07-31 03:06:01 UTC;0.00;23.67;816.17;0.00;398.27;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:07:01 UTC;0.00;1123.51;998.63;0.00;604.17;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:08:01 UTC;0.00;29.00;813.92;0.00;467.26;70.95;0.00;70.95;100.00
NOEYYRYH;60;2017-07-31 03:09:01 UTC;0.07;1127.84;1024.87;0.00;611.27;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:10:01 UTC;0.00;24.55;750.78;0.00;452.15;70.45;0.00;70.45;100.00
NOEYYRYH;60;2017-07-31 03:11:01 UTC;0.00;1124.12;1066.63;0.00;618.07;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:12:01 UTC;0.00;21.82;790.66;0.00;461.15;70.99;0.00;70.99;100.00
NOEYYRYH;60;2017-07-31 03:13:01 UTC;0.00;1129.02;990.09;0.00;725.63;95.53;0.00;95.53;100.00
NOEYYRYH;60;2017-07-31 03:14:01 UTC;0.00;29.42;797.11;0.00;392.31;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:15:01 UTC;0.00;1123.55;1027.33;0.00;607.84;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:16:01 UTC;0.00;25.28;843.26;0.00;473.66;70.42;0.00;70.42;100.00
NOEYYRYH;60;2017-07-31 03:17:01 UTC;0.00;1122.09;990.50;0.00;602.07;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:18:01 UTC;0.00;30.09;813.61;0.00;466.91;70.45;0.00;70.45;100.00
NOEYYRYH;60;2017-07-31 03:19:01 UTC;0.00;1128.93;1005.87;0.00;603.57;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:20:01 UTC;0.00;24.21;827.40;0.00;474.99;70.44;0.00;70.44;100.00
NOEYYRYH;60;2017-07-31 03:21:01 UTC;0.00;1123.86;994.93;0.00;677.69;77.94;0.00;77.94;100.00
NOEYYRYH;60;2017-07-31 03:22:01 UTC;0.00;23.68;794.15;0.00;393.20;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:23:01 UTC;0.00;1130.74;1013.38;0.00;604.40;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:24:01 UTC;0.00;29.94;817.06;0.00;477.08;81.09;0.00;81.09;100.00
NOEYYRYH;60;2017-07-31 03:25:01 UTC;0.07;1125.08;1009.42;0.00;607.00;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:26:01 UTC;0.00;24.08;808.84;0.00;397.28;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:27:01 UTC;0.00;1123.36;1002.78;0.00;713.22;108.32;0.00;108.32;100.00
NOEYYRYH;60;2017-07-31 03:28:01 UTC;0.00;29.14;797.00;0.00;392.77;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:29:01 UTC;0.00;1129.87;1013.03;0.00;630.39;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:30:01 UTC;0.00;22.41;817.54;0.00;553.00;156.85;0.00;156.85;100.00
NOEYYRYH;60;2017-07-31 03:31:01 UTC;0.00;1123.63;1027.45;0.00;619.43;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:32:01 UTC;0.00;23.28;797.72;0.00;391.73;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:33:01 UTC;0.00;1127.23;1009.80;0.00;602.40;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:34:01 UTC;0.00;31.36;798.45;0.00;483.59;89.67;0.00;89.67;100.00
NOEYYRYH;60;2017-07-31 03:35:01 UTC;0.00;1122.51;1013.57;0.00;607.85;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:36:01 UTC;0.00;22.94;836.85;0.00;487.58;80.04;0.00;80.04;100.00
NOEYYRYH;60;2017-07-31 03:37:01 UTC;0.00;1124.67;989.59;0.00;597.46;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:38:01 UTC;0.00;28.34;813.42;0.00;395.70;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:39:01 UTC;0.07;1129.29;1021.33;0.00;714.61;109.41;0.00;109.41;100.00
NOEYYRYH;60;2017-07-31 03:40:01 UTC;0.00;23.14;786.56;0.00;390.53;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:41:01 UTC;0.00;1123.91;1011.27;0.00;608.25;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:42:01 UTC;0.00;21.15;817.26;0.00;476.23;80.05;0.00;80.05;100.00
NOEYYRYH;60;2017-07-31 03:43:01 UTC;0.00;1131.01;1019.63;0.00;608.06;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:44:01 UTC;0.00;30.54;796.07;0.00;467.76;77.36;0.00;77.36;100.00
NOEYYRYH;60;2017-07-31 03:45:01 UTC;0.00;1123.82;996.71;0.00;604.42;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:46:01 UTC;0.00;23.62;825.00;0.00;481.69;80.05;0.00;80.05;100.00
NOEYYRYH;60;2017-07-31 03:47:01 UTC;0.07;1122.41;999.23;0.00;685.24;81.65;0.00;81.65;100.00
NOEYYRYH;60;2017-07-31 03:48:01 UTC;0.00;29.61;816.77;0.00;395.03;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:49:01 UTC;0.00;1131.00;1008.81;0.00;606.57;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:50:01 UTC;0.00;21.34;827.41;0.00;483.43;78.43;0.00;78.43;100.00
NOEYYRYH;60;2017-07-31 03:51:02 UTC;0.00;1125.95;993.53;0.00;598.58;0.00;0.00;0.00;0.00
NOEYYRYH;59;2017-07-31 03:52:01 UTC;0.00;23.60;840.79;0.00;411.44;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:53:01 UTC;0.00;1128.02;1007.67;0.00;709.09;111.01;0.00;111.01;100.00
NOEYYRYH;60;2017-07-31 03:54:01 UTC;0.00;30.55;796.31;0.00;390.09;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:55:01 UTC;0.00;1122.84;995.12;0.00;761.65;156.85;0.00;156.85;100.00
NOEYYRYH;60;2017-07-31 03:56:01 UTC;0.00;24.07;807.79;0.00;396.12;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:57:01 UTC;0.00;1123.50;1010.09;0.00;606.15;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:58:01 UTC;0.00;29.21;832.62;0.00;398.77;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 03:59:01 UTC;0.00;1129.78;992.41;0.00;601.53;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:00:01 UTC;0.00;22.81;815.59;0.00;490.65;92.85;0.00;92.85;100.00
NOEYYRYH;60;2017-07-31 04:01:01 UTC;0.07;1126.44;1031.16;0.00;609.59;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:02:01 UTC;0.00;24.55;872.40;0.00;497.37;77.37;0.00;77.37;100.00
NOEYYRYH;60;2017-07-31 04:03:01 UTC;0.00;1128.35;1018.43;0.00;641.49;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:04:01 UTC;0.00;30.08;804.70;0.00;394.55;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:05:01 UTC;0.00;1123.62;1024.72;0.00;753.07;101.40;0.00;101.40;100.00
NOEYYRYH;60;2017-07-31 04:06:01 UTC;0.00;24.55;806.86;0.00;397.25;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:07:01 UTC;0.00;1124.50;986.78;0.00;611.56;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:08:01 UTC;0.00;27.80;854.71;0.00;545.24;136.02;0.00;136.02;100.00
NOEYYRYH;60;2017-07-31 04:09:01 UTC;0.00;1130.01;1002.85;0.00;598.82;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:10:01 UTC;0.00;23.14;798.70;0.00;391.10;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:11:01 UTC;0.00;1125.80;1016.35;0.00;690.28;80.07;0.00;80.07;100.00
NOEYYRYH;60;2017-07-31 04:12:01 UTC;0.00;22.42;815.08;0.00;396.66;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:13:01 UTC;0.00;1128.52;994.42;0.00;738.41;136.02;0.00;136.02;100.00
NOEYYRYH;60;2017-07-31 04:14:01 UTC;0.00;30.75;810.91;0.00;394.26;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:15:01 UTC;0.00;1122.40;1020.38;0.00;609.06;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:16:01 UTC;0.00;24.81;800.62;0.00;395.87;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:17:01 UTC;0.07;1124.50;1008.59;0.00;687.51;80.04;0.00;80.04;100.00
NOEYYRYH;60;2017-07-31 04:18:01 UTC;0.00;27.55;808.62;0.00;395.18;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:19:01 UTC;0.00;1131.40;998.78;0.00;597.81;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:20:01 UTC;0.00;23.07;837.95;0.00;542.95;136.05;0.00;136.05;100.00
NOEYYRYH;60;2017-07-31 04:21:01 UTC;0.00;1126.03;998.73;0.00;598.65;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:22:01 UTC;0.00;23.62;806.66;0.00;394.80;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:23:01 UTC;0.00;1127.34;1017.31;0.00;685.55;82.74;0.00;82.74;100.00
NOEYYRYH;60;2017-07-31 04:24:01 UTC;0.00;32.28;809.24;0.00;395.61;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:25:01 UTC;0.00;1124.34;998.38;0.00;603.90;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:26:01 UTC;0.00;24.28;808.90;0.00;530.48;128.06;0.00;128.06;100.00
NOEYYRYH;60;2017-07-31 04:27:01 UTC;0.00;1124.31;1044.56;0.00;610.39;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:28:01 UTC;0.00;28.81;796.33;0.00;391.96;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:29:01 UTC;0.00;1131.02;1024.92;0.00;705.04;90.73;0.00;90.73;100.00
NOEYYRYH;60;2017-07-31 04:30:01 UTC;0.00;21.55;781.72;0.00;385.64;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:31:01 UTC;0.00;1126.15;1012.22;0.00;609.26;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:32:01 UTC;0.00;22.61;817.39;0.00;535.03;138.71;0.00;138.71;100.00
NOEYYRYH;60;2017-07-31 04:33:01 UTC;0.00;1129.02;1006.00;0.00;605.67;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:34:01 UTC;0.00;31.28;811.64;0.00;395.01;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:35:01 UTC;0.00;1123.82;1020.93;0.00;703.37;74.72;0.00;74.72;100.00
NOEYYRYH;60;2017-07-31 04:36:01 UTC;0.00;24.01;770.34;0.00;389.86;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:37:01 UTC;0.00;1123.97;1050.47;0.00;691.78;80.03;0.00;80.03;100.00
NOEYYRYH;60;2017-07-31 04:38:01 UTC;0.00;28.14;772.05;0.00;388.46;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:39:01 UTC;0.00;1132.08;1036.70;0.00;684.20;77.40;0.00;77.40;100.00
NOEYYRYH;60;2017-07-31 04:40:01 UTC;0.00;21.81;807.62;0.00;394.40;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:41:01 UTC;0.07;1124.76;1003.90;0.00;603.99;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:42:01 UTC;0.00;23.69;810.94;0.00;473.18;77.40;0.00;77.40;100.00
NOEYYRYH;60;2017-07-31 04:43:01 UTC;0.00;1128.30;1018.73;0.00;608.17;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:44:01 UTC;0.00;31.28;802.67;0.00;470.26;77.36;0.00;77.36;100.00
NOEYYRYH;60;2017-07-31 04:45:01 UTC;0.00;1123.16;1003.52;0.00;681.19;77.37;0.00;77.37;100.00
NOEYYRYH;60;2017-07-31 04:46:01 UTC;0.00;22.61;818.24;0.00;399.02;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:47:01 UTC;0.00;1124.30;999.00;0.00;603.50;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:48:01 UTC;0.00;26.61;805.75;0.00;394.50;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:49:02 UTC;0.00;1130.22;1034.39;0.00;714.78;104.07;0.00;104.07;100.00
NOEYYRYH;59;2017-07-31 04:50:01 UTC;0.00;23.26;798.54;0.00;392.96;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:51:01 UTC;0.00;1122.43;1002.95;0.00;605.42;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:52:01 UTC;0.00;22.82;810.27;0.00;521.16;125.42;0.00;125.42;100.00
NOEYYRYH;60;2017-07-31 04:53:01 UTC;0.00;1128.83;1026.15;0.00;615.22;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:54:01 UTC;0.00;29.81;782.01;0.00;383.93;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:55:01 UTC;0.00;1124.27;1009.24;0.00;720.08;96.08;0.00;96.08;100.00
NOEYYRYH;60;2017-07-31 04:56:01 UTC;0.00;22.88;813.06;0.00;397.60;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:57:01 UTC;0.07;1123.15;1018.65;0.00;649.37;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 04:58:01 UTC;0.00;28.68;791.53;0.00;471.92;80.04;0.00;80.04;100.00
NOEYYRYH;60;2017-07-31 04:59:01 UTC;0.00;1130.81;1015.48;0.00;648.47;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:00:01 UTC;0.00;22.41;824.76;0.00;474.84;77.36;0.00;77.36;100.00
NOEYYRYH;60;2017-07-31 05:01:01 UTC;0.00;1124.22;1025.65;0.00;688.48;77.38;0.00;77.38;100.00
NOEYYRYH;60;2017-07-31 05:02:01 UTC;0.00;25.08;892.61;0.00;420.34;0.00;0.00;0.00;0.00
NOEYYRYH;60;2017-07-31 05:03:01 UTC;0.00;1127.35;1029.87;0.00;691.08;77.38;0.00;77.38;100.00
