# hostname;interval;timestamp;runq-sz;plist-sz;ldavg-1;ldavg-5;ldavg-15
NOEYYRYH;60;2017-08-09 03:27:01 UTC;4;204;0.04;0.04;0.00
NOEYYRYH;60;2017-08-09 03:28:01 UTC;0;196;0.01;0.03;0.00
NOEYYRYH;60;2017-08-09 03:29:01 UTC;2;199;0.00;0.02;0.00
NOEYYRYH;60;2017-08-09 03:30:01 UTC;3;202;0.00;0.02;0.00
NOEYYRYH;60;2017-08-09 03:31:01 UTC;1;200;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 03:32:01 UTC;3;203;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 03:33:01 UTC;4;204;0.04;0.02;0.00
NOEYYRYH;60;2017-08-09 03:34:01 UTC;1;201;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 03:35:01 UTC;2;203;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 03:36:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 03:37:01 UTC;5;205;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 03:38:01 UTC;1;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 03:39:01 UTC;3;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 03:40:01 UTC;3;204;0.04;0.01;0.00
NOEYYRYH;60;2017-08-09 03:41:01 UTC;4;204;0.05;0.02;0.00
NOEYYRYH;60;2017-08-09 03:42:01 UTC;4;204;0.05;0.03;0.00
NOEYYRYH;60;2017-08-09 03:43:01 UTC;4;204;0.05;0.04;0.00
NOEYYRYH;60;2017-08-09 03:44:01 UTC;3;203;0.02;0.03;0.00
NOEYYRYH;60;2017-08-09 03:45:01 UTC;4;200;0.04;0.03;0.00
NOEYYRYH;60;2017-08-09 03:46:01 UTC;4;203;0.01;0.02;0.00
NOEYYRYH;60;2017-08-09 03:47:01 UTC;5;199;0.00;0.02;0.00
NOEYYRYH;60;2017-08-09 03:48:01 UTC;3;204;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 03:49:01 UTC;5;204;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 03:50:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 03:51:01 UTC;2;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 03:52:01 UTC;4;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 03:53:01 UTC;3;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 03:54:01 UTC;3;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 03:55:01 UTC;4;198;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 03:56:01 UTC;3;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 03:57:01 UTC;1;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 03:58:01 UTC;0;197;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 03:59:01 UTC;3;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:00:01 UTC;2;204;0.04;0.01;0.00
NOEYYRYH;60;2017-08-09 04:01:01 UTC;5;210;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 04:02:01 UTC;3;203;0.04;0.02;0.00
NOEYYRYH;60;2017-08-09 04:03:01 UTC;4;204;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 04:04:01 UTC;4;204;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 04:05:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:06:01 UTC;1;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:07:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:08:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:09:01 UTC;1;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:10:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:11:01 UTC;4;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:12:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:13:01 UTC;2;202;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:14:01 UTC;2;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:15:01 UTC;1;202;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:16:01 UTC;1;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:17:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:18:01 UTC;3;202;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:19:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:20:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:21:01 UTC;5;198;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:22:01 UTC;3;203;0.04;0.01;0.00
NOEYYRYH;60;2017-08-09 04:23:01 UTC;3;203;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 04:24:01 UTC;1;198;0.04;0.02;0.00
NOEYYRYH;60;2017-08-09 04:25:01 UTC;1;200;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 04:26:01 UTC;1;199;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 04:27:01 UTC;5;203;0.04;0.02;0.00
NOEYYRYH;60;2017-08-09 04:28:01 UTC;4;203;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 04:29:01 UTC;3;202;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:30:01 UTC;3;202;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:31:01 UTC;4;203;0.00;0.00;0.00
NOEYYRYH;59;2017-08-09 04:32:01 UTC;4;201;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:33:01 UTC;5;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:34:01 UTC;5;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:35:01 UTC;5;205;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:36:01 UTC;3;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:37:01 UTC;1;201;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:38:01 UTC;4;205;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:39:01 UTC;3;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:40:01 UTC;2;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:41:01 UTC;1;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:42:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:43:01 UTC;4;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:44:01 UTC;1;200;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:45:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:46:01 UTC;1;198;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:47:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:48:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:49:01 UTC;0;196;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:50:01 UTC;1;200;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:51:01 UTC;5;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:52:01 UTC;0;196;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:53:01 UTC;1;200;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:54:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 04:55:01 UTC;2;199;0.12;0.04;0.01
NOEYYRYH;60;2017-08-09 04:56:01 UTC;3;204;0.04;0.03;0.01
NOEYYRYH;60;2017-08-09 04:57:01 UTC;6;205;0.10;0.05;0.01
NOEYYRYH;60;2017-08-09 04:58:01 UTC;4;205;0.03;0.04;0.01
NOEYYRYH;60;2017-08-09 04:59:01 UTC;3;201;0.13;0.07;0.02
NOEYYRYH;60;2017-08-09 05:00:01 UTC;3;204;0.05;0.06;0.01
NOEYYRYH;60;2017-08-09 05:01:01 UTC;6;207;0.13;0.09;0.02
NOEYYRYH;60;2017-08-09 05:02:01 UTC;3;202;0.05;0.07;0.01
NOEYYRYH;60;2017-08-09 05:03:01 UTC;3;202;0.06;0.07;0.01
NOEYYRYH;60;2017-08-09 05:04:01 UTC;5;204;0.02;0.05;0.01
NOEYYRYH;60;2017-08-09 05:05:01 UTC;5;204;0.05;0.06;0.01
NOEYYRYH;60;2017-08-09 05:06:01 UTC;1;202;0.02;0.04;0.00
NOEYYRYH;60;2017-08-09 05:07:01 UTC;2;203;0.00;0.03;0.00
NOEYYRYH;60;2017-08-09 05:08:01 UTC;3;203;0.00;0.02;0.00
NOEYYRYH;60;2017-08-09 05:09:01 UTC;3;203;0.00;0.02;0.00
NOEYYRYH;60;2017-08-09 05:10:01 UTC;4;204;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 05:11:01 UTC;5;197;0.04;0.02;0.00
NOEYYRYH;60;2017-08-09 05:12:01 UTC;1;200;0.01;0.02;0.00
NOEYYRYH;60;2017-08-09 05:13:01 UTC;5;200;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 05:14:01 UTC;4;203;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 05:15:01 UTC;2;203;0.04;0.02;0.00
NOEYYRYH;60;2017-08-09 05:16:01 UTC;4;200;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 05:17:01 UTC;6;204;0.04;0.02;0.00
NOEYYRYH;60;2017-08-09 05:18:01 UTC;4;204;0.01;0.02;0.00
NOEYYRYH;60;2017-08-09 05:19:01 UTC;2;200;0.12;0.05;0.01
NOEYYRYH;60;2017-08-09 05:20:01 UTC;4;204;0.04;0.04;0.01
NOEYYRYH;60;2017-08-09 05:21:01 UTC;1;199;0.06;0.05;0.01
NOEYYRYH;60;2017-08-09 05:22:01 UTC;3;203;0.02;0.04;0.00
NOEYYRYH;60;2017-08-09 05:23:01 UTC;3;199;0.05;0.04;0.00
NOEYYRYH;60;2017-08-09 05:24:01 UTC;5;203;0.02;0.03;0.00
NOEYYRYH;60;2017-08-09 05:25:01 UTC;7;199;0.00;0.02;0.00
NOEYYRYH;60;2017-08-09 05:26:01 UTC;4;203;0.00;0.02;0.00
NOEYYRYH;60;2017-08-09 05:27:01 UTC;4;204;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 05:28:01 UTC;1;203;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 05:29:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:30:01 UTC;5;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:31:01 UTC;3;202;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:32:01 UTC;0;196;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:33:01 UTC;1;202;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:34:01 UTC;2;201;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:35:01 UTC;2;198;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:36:01 UTC;4;205;0.04;0.01;0.00
NOEYYRYH;60;2017-08-09 05:37:02 UTC;3;200;0.05;0.02;0.00
NOEYYRYH;59;2017-08-09 05:38:01 UTC;0;197;0.06;0.03;0.00
NOEYYRYH;60;2017-08-09 05:39:01 UTC;2;203;0.06;0.04;0.00
NOEYYRYH;60;2017-08-09 05:40:01 UTC;5;204;0.02;0.03;0.00
NOEYYRYH;60;2017-08-09 05:41:01 UTC;3;202;0.04;0.03;0.00
NOEYYRYH;60;2017-08-09 05:42:01 UTC;3;203;0.01;0.03;0.00
NOEYYRYH;60;2017-08-09 05:43:01 UTC;2;201;0.04;0.03;0.00
NOEYYRYH;60;2017-08-09 05:44:01 UTC;2;203;0.01;0.02;0.00
NOEYYRYH;60;2017-08-09 05:45:01 UTC;1;202;0.00;0.02;0.00
NOEYYRYH;60;2017-08-09 05:46:01 UTC;3;200;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 05:47:01 UTC;1;198;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 05:48:01 UTC;3;197;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:49:01 UTC;5;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:50:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:51:01 UTC;2;202;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:52:01 UTC;2;202;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:53:01 UTC;3;202;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:54:01 UTC;4;205;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:55:01 UTC;4;205;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:56:01 UTC;1;201;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:57:01 UTC;4;205;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:58:01 UTC;3;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 05:59:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:00:01 UTC;4;203;0.04;0.01;0.00
NOEYYRYH;60;2017-08-09 06:01:01 UTC;4;202;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 06:02:01 UTC;5;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:03:01 UTC;2;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:04:01 UTC;5;198;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:05:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:06:01 UTC;2;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:07:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:08:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:09:01 UTC;4;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:10:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:11:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:12:01 UTC;4;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:13:01 UTC;2;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:14:01 UTC;2;197;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:15:01 UTC;3;202;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:16:01 UTC;1;199;0.04;0.01;0.00
NOEYYRYH;60;2017-08-09 06:17:01 UTC;1;200;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 06:18:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:19:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:20:01 UTC;2;201;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:21:01 UTC;2;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:22:01 UTC;1;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:23:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:24:01 UTC;0;196;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:25:01 UTC;3;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:26:01 UTC;2;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:27:01 UTC;5;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:28:01 UTC;2;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:29:01 UTC;2;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:30:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:31:01 UTC;3;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:32:01 UTC;4;203;0.04;0.01;0.00
NOEYYRYH;60;2017-08-09 06:33:01 UTC;3;204;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 06:34:01 UTC;5;205;0.04;0.02;0.00
NOEYYRYH;60;2017-08-09 06:35:01 UTC;0;197;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 06:36:01 UTC;3;204;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 06:37:01 UTC;4;199;0.04;0.02;0.00
NOEYYRYH;60;2017-08-09 06:38:01 UTC;1;200;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 06:39:01 UTC;3;203;0.05;0.02;0.00
NOEYYRYH;60;2017-08-09 06:40:01 UTC;4;204;0.02;0.02;0.00
NOEYYRYH;60;2017-08-09 06:41:01 UTC;1;202;0.05;0.03;0.00
NOEYYRYH;60;2017-08-09 06:42:01 UTC;3;203;0.02;0.02;0.00
NOEYYRYH;60;2017-08-09 06:43:01 UTC;1;203;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 06:44:01 UTC;1;199;0.00;0.01;0.00
NOEYYRYH;59;2017-08-09 06:45:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:46:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:47:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:48:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:49:01 UTC;1;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:50:01 UTC;1;201;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:51:01 UTC;6;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:52:01 UTC;4;205;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 06:53:01 UTC;1;204;0.08;0.03;0.01
NOEYYRYH;60;2017-08-09 06:54:01 UTC;5;205;0.07;0.03;0.01
NOEYYRYH;60;2017-08-09 06:55:01 UTC;1;201;0.07;0.04;0.01
NOEYYRYH;60;2017-08-09 06:56:01 UTC;1;203;0.06;0.04;0.01
NOEYYRYH;60;2017-08-09 06:57:01 UTC;1;198;0.11;0.06;0.01
NOEYYRYH;60;2017-08-09 06:58:01 UTC;1;202;0.04;0.05;0.00
NOEYYRYH;60;2017-08-09 06:59:01 UTC;4;202;0.14;0.08;0.01
NOEYYRYH;60;2017-08-09 07:00:01 UTC;4;202;0.05;0.06;0.01
NOEYYRYH;60;2017-08-09 07:01:01 UTC;7;202;0.02;0.05;0.00
NOEYYRYH;60;2017-08-09 07:02:01 UTC;4;199;0.00;0.04;0.00
NOEYYRYH;60;2017-08-09 07:03:01 UTC;3;203;0.00;0.03;0.00
NOEYYRYH;60;2017-08-09 07:04:01 UTC;3;202;0.00;0.02;0.00
NOEYYRYH;60;2017-08-09 07:05:01 UTC;0;196;0.00;0.02;0.00
NOEYYRYH;60;2017-08-09 07:06:01 UTC;3;204;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 07:07:01 UTC;0;196;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:08:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:09:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:10:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:11:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:12:01 UTC;1;202;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:13:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:14:01 UTC;1;200;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:15:01 UTC;5;205;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:16:01 UTC;5;205;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:17:01 UTC;2;205;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:18:01 UTC;1;200;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:19:01 UTC;1;198;0.04;0.01;0.00
NOEYYRYH;60;2017-08-09 07:20:01 UTC;5;199;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 07:21:01 UTC;2;203;0.04;0.02;0.00
NOEYYRYH;60;2017-08-09 07:22:01 UTC;0;196;0.01;0.01;0.00
NOEYYRYH;60;2017-08-09 07:23:01 UTC;3;203;0.00;0.01;0.00
NOEYYRYH;60;2017-08-09 07:24:01 UTC;1;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:25:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:26:01 UTC;3;203;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:27:01 UTC;4;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:28:01 UTC;4;202;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:29:01 UTC;4;205;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:30:01 UTC;3;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:31:01 UTC;3;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:32:01 UTC;1;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:33:01 UTC;2;199;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:34:01 UTC;2;204;0.00;0.00;0.00
NOEYYRYH;60;2017-08-09 07:35:01 UTC;3;204;0.09;0.03;0.01
NOEYYRYH;60;2017-08-09 07:36:01 UTC;3;207;0.03;0.02;0.00
NOEYYRYH;60;2017-08-09 07:37:01 UTC;2;208;0.05;0.03;0.00
NOEYYRYH;60;2017-08-09 07:38:01 UTC;1;205;0.02;0.02;0.00
NOEYYRYH;60;2017-08-09 07:39:01 UTC;4;205;0.09;0.05;0.01
NOEYYRYH;60;2017-08-09 07:40:01 UTC;4;209;0.03;0.03;0.00
NOEYYRYH;60;2017-08-09 07:41:01 UTC;2;220;0.62;0.19;0.05
NOEYYRYH;60;2017-08-09 07:42:01 UTC;4;220;1.01;0.38;0.13
